time/s	mode	Capacity/mA.h	(Q-Qo)/mA.h	Ewe/V	cycle number	
1.293999998945030E+004	1	1.362608342692871E+001	-1.362608328822920E+001	2.4587021E+000	0.000000000000000E+000
1.296999998908708E+004	1	1.365769840581409E+001	-1.365769826666811E+001	2.4587212E+000	0.000000000000000E+000
1.299999998872387E+004	1	1.368931333171956E+001	-1.368931319213041E+001	2.4586639E+000	0.000000000000000E+000
1.302999998836065E+004	1	1.372092821205379E+001	-1.372092807202096E+001	2.4586830E+000	0.000000000000000E+000
1.305999998799743E+004	1	1.375254321091113E+001	-1.375254307043386E+001	2.4589121E+000	0.000000000000000E+000
1.308999998763422E+004	1	1.378415820522915E+001	-1.378415806431111E+001	2.4590075E+000	0.000000000000000E+000
1.311999998727100E+004	1	1.381577326113501E+001	-1.381577311977843E+001	2.4588740E+000	0.000000000000000E+000
1.314999998690779E+004	1	1.384738842716119E+001	-1.384738828536514E+001	2.4587977E+000	0.000000000000000E+000
1.317999998654457E+004	1	1.387900357802427E+001	-1.387900343578343E+001	2.4587402E+000	0.000000000000000E+000
1.320999998618136E+004	1	1.391061873471477E+001	-1.391061859202719E+001	2.4587593E+000	0.000000000000000E+000
1.323999998581814E+004	1	1.394223389923612E+001	-1.394223375610854E+001	2.4589694E+000	0.000000000000000E+000
1.326999998545492E+004	1	1.397384906074559E+001	-1.397384891717000E+001	2.4589884E+000	0.000000000000000E+000
1.329999998509171E+004	1	1.400546419509717E+001	-1.400546405107356E+001	2.4589884E+000	0.000000000000000E+000
1.332999998472849E+004	1	1.403707941811524E+001	-1.403707927364531E+001	2.4589884E+000	0.000000000000000E+000
1.335999998436528E+004	1	1.406869457004934E+001	-1.406869442513504E+001	2.4589884E+000	0.000000000000000E+000
1.338999998400206E+004	1	1.410030975562174E+001	-1.410030961026173E+001	2.4589694E+000	0.000000000000000E+000
1.341999998363885E+004	1	1.413192489260822E+001	-1.413192474680191E+001	2.4588931E+000	0.000000000000000E+000
1.344999998327563E+004	1	1.416354000957718E+001	-1.416353986332514E+001	2.4589503E+000	0.000000000000000E+000
1.347999998291241E+004	1	1.419515517209375E+001	-1.419515502539497E+001	2.4589312E+000	0.000000000000000E+000
1.350999998254920E+004	1	1.422677050276548E+001	-1.422677035561514E+001	2.4589312E+000	0.000000000000000E+000
1.353999998218598E+004	1	1.425838563873898E+001	-1.425838549114932E+001	2.4588549E+000	0.000000000000000E+000
1.356999998182277E+004	1	1.429000074025898E+001	-1.429000059222783E+001	2.4588358E+000	0.000000000000000E+000
1.359999998145955E+004	1	1.432161586872544E+001	-1.432161572025050E+001	2.4588931E+000	0.000000000000000E+000
1.362999998109633E+004	1	1.435323109520686E+001	-1.435323094628649E+001	2.4589312E+000	0.000000000000000E+000
1.365999998073312E+004	1	1.438484630466757E+001	-1.438484615529976E+001	2.4589121E+000	0.000000000000000E+000
1.368999998036990E+004	1	1.441646157565120E+001	-1.441646142583899E+001	2.4589884E+000	0.000000000000000E+000
1.371999998000669E+004	1	1.444807689325950E+001	-1.444807674300766E+001	2.4590268E+000	0.000000000000000E+000
1.374999997964347E+004	1	1.447969208359276E+001	-1.447969193289230E+001	2.4591794E+000	0.000000000000000E+000
1.377999997928026E+004	1	1.451130720257454E+001	-1.451130705142858E+001	2.4590075E+000	0.000000000000000E+000
1.380999997891704E+004	1	1.454292230275501E+001	-1.454292215116686E+001	2.4591222E+000	0.000000000000000E+000
1.383999997855382E+004	1	1.457453743454112E+001	-1.457453728251049E+001	2.4591985E+000	0.000000000000000E+000
1.386999997819061E+004	1	1.460615250736199E+001	-1.460615235489284E+001	2.4590459E+000	0.000000000000000E+000
1.389999997782739E+004	1	1.463776766384266E+001	-1.463776751092715E+001	2.4590840E+000	0.000000000000000E+000
1.392999997746418E+004	1	1.466938279518828E+001	-1.466938264182756E+001	2.4590840E+000	0.000000000000000E+000
1.395999997710096E+004	1	1.470099795150341E+001	-1.470099779769754E+001	2.4592175E+000	0.000000000000000E+000
1.398999997673774E+004	1	1.473261310473895E+001	-1.473261295049323E+001	2.4592750E+000	0.000000000000000E+000
1.401999997637453E+004	1	1.476422821622958E+001	-1.476422806154622E+001	2.4593704E+000	0.000000000000000E+000
1.404999997601131E+004	1	1.479584325017719E+001	-1.479584309505211E+001	2.4593894E+000	0.000000000000000E+000
1.407999997564810E+004	1	1.482745831453972E+001	-1.482745815896943E+001	2.4594848E+000	0.000000000000000E+000
1.410999997528488E+004	1	1.485907331900713E+001	-1.485907316299801E+001	2.4592366E+000	0.000000000000000E+000
1.413999997492167E+004	1	1.489068832002490E+001	-1.489068816357120E+001	2.4594657E+000	0.000000000000000E+000
1.416999997455845E+004	1	1.492230321967728E+001	-1.492230306271018E+001	2.4592557E+000	0.000000000000000E+000
1.419999997419523E+004	1	1.495391811643582E+001	-1.495391795880281E+001	2.4592175E+000	0.000000000000000E+000
1.422999997383202E+004	1	1.498553308461780E+001	-1.498553292631944E+001	2.4592941E+000	0.000000000000000E+000
1.425999997346880E+004	1	1.501714807903602E+001	-1.501714792007245E+001	2.4592941E+000	0.000000000000000E+000
1.428999997310559E+004	1	1.504876298050762E+001	-1.504876282088480E+001	2.4592366E+000	0.000000000000000E+000
1.431999997274237E+004	1	1.508037794501604E+001	-1.508037778472339E+001	2.4594085E+000	0.000000000000000E+000
1.434999997237916E+004	1	1.511199298486621E+001	-1.511199282390686E+001	2.4594276E+000	0.000000000000000E+000
1.437999997201594E+004	1	1.514360810739467E+001	-1.514360794576481E+001	2.4594276E+000	0.000000000000000E+000
1.440999997165272E+004	1	1.517522310982118E+001	-1.517522294752200E+001	2.4594085E+000	0.000000000000000E+000
1.443999997128951E+004	1	1.520683826404057E+001	-1.520683810108164E+001	2.4595613E+000	0.000000000000000E+000
1.446999997092629E+004	1	1.523845335997446E+001	-1.523845319634261E+001	2.4592750E+000	0.000000000000000E+000
1.449999997056308E+004	1	1.527006865894437E+001	-1.527006849464046E+001	2.4595804E+000	0.000000000000000E+000
1.452999997019986E+004	1	1.530168377795365E+001	-1.530168361297525E+001	2.4594657E+000	0.000000000000000E+000
1.455999996983664E+004	1	1.533329882227014E+001	-1.533329865661695E+001	2.4594848E+000	0.000000000000000E+000
1.458999996947343E+004	1	1.536491391206320E+001	-1.536491374574501E+001	2.4593894E+000	0.000000000000000E+000
1.461999996911021E+004	1	1.539652902930511E+001	-1.539652886231777E+001	2.4593513E+000	0.000000000000000E+000
1.464999996874700E+004	1	1.542814423043387E+001	-1.542814406277463E+001	2.4594085E+000	0.000000000000000E+000
1.467999996838378E+004	1	1.545975936485428E+001	-1.545975919651265E+001	2.4594085E+000	0.000000000000000E+000
1.470999996802057E+004	1	1.549137445631804E+001	-1.549137428731547E+001	2.4593894E+000	0.000000000000000E+000
1.473999996765735E+004	1	1.552298953537727E+001	-1.552298936570104E+001	2.4590650E+000	0.000000000000000E+000
1.476999996729413E+004	1	1.555460464490382E+001	-1.555460447456201E+001	2.4592366E+000	0.000000000000000E+000
1.479999996693092E+004	1	1.558621969813903E+001	-1.558621952713468E+001	2.4593322E+000	0.000000000000000E+000
1.482999996656770E+004	1	1.561783468774796E+001	-1.561783451607822E+001	2.4591985E+000	0.000000000000000E+000
1.485999996620449E+004	1	1.564944973992538E+001	-1.564944956759013E+001	2.4593513E+000	0.000000000000000E+000
1.488999996584127E+004	1	1.568106473153048E+001	-1.568106455851849E+001	2.4594657E+000	0.000000000000000E+000
1.491999996547806E+004	1	1.571267977910761E+001	-1.571267960542043E+001	2.4593894E+000	0.000000000000000E+000
1.494999996511484E+004	1	1.574429476601615E+001	-1.574429459166262E+001	2.4593704E+000	0.000000000000000E+000
1.497999996475162E+004	1	1.577590977955999E+001	-1.577590960453145E+001	2.4592941E+000	0.000000000000000E+000
1.500999996438841E+004	1	1.580752471806785E+001	-1.580752454237164E+001	2.4593894E+000	0.000000000000000E+000
1.503999996402519E+004	1	1.583913978876697E+001	-1.583913961240309E+001	2.4593132E+000	0.000000000000000E+000
1.506999996366198E+004	1	1.587075486633128E+001	-1.587075468929153E+001	2.4594467E+000	0.000000000000000E+000
1.509999996329876E+004	1	1.590236988814723E+001	-1.590236971043652E+001	2.4594657E+000	0.000000000000000E+000
1.512999996293554E+004	1	1.593398489067419E+001	-1.593398471229829E+001	2.4592750E+000	0.000000000000000E+000
1.515999996257233E+004	1	1.596559990596296E+001	-1.596559972692505E+001	2.4593894E+000	0.000000000000000E+000
1.518999996220911E+004	1	1.599721483338068E+001	-1.599721465368205E+001	2.4594657E+000	0.000000000000000E+000
1.521999996184590E+004	1	1.602882985332393E+001	-1.602882967294730E+001	2.4595232E+000	0.000000000000000E+000
1.524999996148268E+004	1	1.606044499974841E+001	-1.606044481870688E+001	2.4592366E+000	0.000000000000000E+000
1.527999996111947E+004	1	1.609206016307888E+001	-1.609205998136743E+001	2.4593132E+000	0.000000000000000E+000
1.530999996075625E+004	1	1.612367531413728E+001	-1.612367513175281E+001	2.4591413E+000	0.000000000000000E+000
1.533999996039303E+004	1	1.615529047557910E+001	-1.615529029252264E+001	2.4591603E+000	0.000000000000000E+000
1.536999996002982E+004	1	1.618690558978557E+001	-1.618690540606313E+001	2.4592941E+000	0.000000000000000E+000
1.539999995966660E+004	1	1.621852060460693E+001	-1.621852042021513E+001	2.4593132E+000	0.000000000000000E+000
1.542999995930339E+004	1	1.625013559160011E+001	-1.625013540655189E+001	2.4591413E+000	0.000000000000000E+000
1.545999995894017E+004	1	1.628175056495093E+001	-1.628175037922425E+001	2.4590650E+000	0.000000000000000E+000
1.548999995857695E+004	1	1.631336547167572E+001	-1.631336528527547E+001	2.4590075E+000	0.000000000000000E+000
1.551999995821374E+004	1	1.634498042334645E+001	-1.634498023626963E+001	2.4591985E+000	0.000000000000000E+000
1.554999995785052E+004	1	1.637659538554864E+001	-1.637659519781171E+001	2.4590650E+000	0.000000000000000E+000
1.557999995748731E+004	1	1.640821035590921E+001	-1.640821016750137E+001	2.4592175E+000	0.000000000000000E+000
1.560999995712409E+004	1	1.643982534865498E+001	-1.643982515957763E+001	2.4590459E+000	0.000000000000000E+000
1.563999995676088E+004	1	1.647144026637437E+001	-1.647144007662915E+001	2.4589503E+000	0.000000000000000E+000
1.566999995639766E+004	1	1.650305525482507E+001	-1.650305506440332E+001	2.4590840E+000	0.000000000000000E+000
1.569999995603444E+004	1	1.653467022120851E+001	-1.653467003011247E+001	2.4591413E+000	0.000000000000000E+000
1.572999995567124E+004	1	1.656628516545168E+001	-1.656628497369062E+001	2.4590840E+000	0.000000000000000E+000
1.575999995530803E+004	1	1.659789995138500E+001	-1.659789975895649E+001	2.4591222E+000	0.000000000000000E+000
1.578999995494481E+004	1	1.662951482183192E+001	-1.662951462874321E+001	2.4591985E+000	0.000000000000000E+000
1.581999995458160E+004	1	1.666112961122192E+001	-1.666112941746902E+001	2.4591794E+000	0.000000000000000E+000
1.584999995421838E+004	1	1.669274456323881E+001	-1.669274436881521E+001	2.4591985E+000	0.000000000000000E+000
1.587999995385516E+004	1	1.672435940167485E+001	-1.672435920658725E+001	2.4594276E+000	0.000000000000000E+000
1.590999995349195E+004	1	1.675597435469911E+001	-1.675597415894291E+001	2.4594276E+000	0.000000000000000E+000
1.593999995312873E+004	1	1.678758937154754E+001	-1.678758917511802E+001	2.4592175E+000	0.000000000000000E+000
1.596999995276552E+004	1	1.681920435606341E+001	-1.681920415896251E+001	2.4590840E+000	0.000000000000000E+000
1.599999995240230E+004	1	1.685081929499637E+001	-1.685081909722842E+001	2.4592175E+000	0.000000000000000E+000
1.602999995203908E+004	1	1.688243428571422E+001	-1.688243408728380E+001	2.4591985E+000	0.000000000000000E+000
1.605999995167587E+004	1	1.691404930128804E+001	-1.691404910218234E+001	2.4590459E+000	0.000000000000000E+000
1.608999995131265E+004	1	1.694566432171838E+001	-1.694566412194228E+001	2.4591222E+000	0.000000000000000E+000
1.611999995094944E+004	1	1.697727927400135E+001	-1.697727907355807E+001	2.4590650E+000	0.000000000000000E+000
1.614999995058622E+004	1	1.700889432598542E+001	-1.700889412488113E+001	2.4592557E+000	0.000000000000000E+000
1.617999995022301E+004	1	1.704050940707571E+001	-1.704050920530007E+001	2.4590075E+000	0.000000000000000E+000
1.620999994985979E+004	1	1.707212439127808E+001	-1.707212418883112E+001	2.4591031E+000	0.000000000000000E+000
1.623999994949657E+004	1	1.710373936655109E+001	-1.710373916343795E+001	2.4592941E+000	0.000000000000000E+000
1.626999994913336E+004	1	1.713535438139903E+001	-1.713535417760992E+001	2.4591603E+000	0.000000000000000E+000
1.629999994877014E+004	1	1.716696939974355E+001	-1.716696919528673E+001	2.4590840E+000	0.000000000000000E+000
1.632999994840693E+004	1	1.719858437246727E+001	-1.719858416734176E+001	2.4590650E+000	0.000000000000000E+000
1.635999994804371E+004	1	1.723019931478960E+001	-1.723019910899034E+001	2.4588549E+000	0.000000000000000E+000
1.638999994768050E+004	1	1.726181427143129E+001	-1.726181406496546E+001	2.4588740E+000	0.000000000000000E+000
1.641999994731728E+004	1	1.729342922854502E+001	-1.729342902141062E+001	2.4586639E+000	0.000000000000000E+000
1.644999994695406E+004	1	1.732504400739589E+001	-1.732504379959408E+001	2.4589312E+000	0.000000000000000E+000
1.647999994659085E+004	1	1.735665891997071E+001	-1.735665871149540E+001	2.4588549E+000	0.000000000000000E+000
1.650999994622763E+004	1	1.738827393071031E+001	-1.738827372156882E+001	2.4590075E+000	0.000000000000000E+000
1.653999994586442E+004	1	1.741988895669832E+001	-1.741988874689192E+001	2.4589312E+000	0.000000000000000E+000
1.656999994550120E+004	1	1.745150394775064E+001	-1.745150373727645E+001	2.4587977E+000	0.000000000000000E+000
1.659999994513798E+004	1	1.748311893863962E+001	-1.748311872750256E+001	2.4588358E+000	0.000000000000000E+000
1.662999994477477E+004	1	1.751473391420381E+001	-1.751473370239973E+001	2.4590650E+000	0.000000000000000E+000
1.665999994441155E+004	1	1.754634893553828E+001	-1.754634872305133E+001	2.4589694E+000	0.000000000000000E+000
1.668999994404834E+004	1	1.757796390266465E+001	-1.757796368951162E+001	2.4586639E+000	0.000000000000000E+000
1.671999994368512E+004	1	1.760957878745628E+001	-1.760957857362923E+001	2.4588740E+000	0.000000000000000E+000
1.674999994332191E+004	1	1.764119370874025E+001	-1.764119349424081E+001	2.4588549E+000	0.000000000000000E+000
1.677999994295869E+004	1	1.767280856576283E+001	-1.767280835060279E+001	2.4590075E+000	0.000000000000000E+000
1.680999994259547E+004	1	1.770442342068053E+001	-1.770442320485302E+001	2.4589121E+000	0.000000000000000E+000
1.683999994223226E+004	1	1.773603827780209E+001	-1.773603806130070E+001	2.4590075E+000	0.000000000000000E+000
1.686999994186904E+004	1	1.776765323081077E+001	-1.776765301363558E+001	2.4589312E+000	0.000000000000000E+000
1.689999994150583E+004	1	1.779926813281608E+001	-1.779926791498150E+001	2.4590650E+000	0.000000000000000E+000
1.692999994114261E+004	1	1.783088297738500E+001	-1.783088275888846E+001	2.4589884E+000	0.000000000000000E+000
1.695999994077939E+004	1	1.786249793830854E+001	-1.786249771914578E+001	2.4589884E+000	0.000000000000000E+000
1.698999994041618E+004	1	1.789411282523624E+001	-1.789411260541556E+001	2.4591031E+000	0.000000000000000E+000
1.701999994005296E+004	1	1.792572767608867E+001	-1.792572745559433E+001	2.4590840E+000	0.000000000000000E+000
1.704999993968975E+004	1	1.795734262223963E+001	-1.795734240107454E+001	2.4591603E+000	0.000000000000000E+000
1.707999993932653E+004	1	1.798895758715295E+001	-1.798895736532709E+001	2.4590650E+000	0.000000000000000E+000
1.710999993896332E+004	1	1.802057256115453E+001	-1.802057233865301E+001	2.4590459E+000	0.000000000000000E+000
1.713999993860010E+004	1	1.805218753678548E+001	-1.805218731362735E+001	2.4589503E+000	0.000000000000000E+000
1.716999993823688E+004	1	1.808380258052053E+001	-1.808380235668114E+001	2.4589312E+000	0.000000000000000E+000
1.719999993787367E+004	1	1.811541758348398E+001	-1.811541735898007E+001	2.4589312E+000	0.000000000000000E+000
1.722999993751045E+004	1	1.814703254700592E+001	-1.814703232183769E+001	2.4588549E+000	0.000000000000000E+000
1.725999993714724E+004	1	1.817864758319979E+001	-1.817864735736889E+001	2.4589312E+000	0.000000000000000E+000
1.728999993678402E+004	1	1.821026253223334E+001	-1.821026230573856E+001	2.4590268E+000	0.000000000000000E+000
1.731999993642081E+004	1	1.824187744059781E+001	-1.824187721343754E+001	2.4589884E+000	0.000000000000000E+000
1.734999993605759E+004	1	1.827349235811253E+001	-1.827349213027435E+001	2.4590075E+000	0.000000000000000E+000
1.737999993569437E+004	1	1.830510738018001E+001	-1.830510715167456E+001	2.4591985E+000	0.000000000000000E+000
1.740999993533116E+004	1	1.833672253551549E+001	-1.833672230634795E+001	2.4590268E+000	0.000000000000000E+000
1.743999993496794E+004	1	1.836833749355941E+001	-1.836833726372221E+001	2.4590075E+000	0.000000000000000E+000
1.746999993460473E+004	1	1.839995242942538E+001	-1.839995219891453E+001	2.4589694E+000	0.000000000000000E+000
1.749999993424151E+004	1	1.843156739168506E+001	-1.843156716051229E+001	2.4588358E+000	0.000000000000000E+000
1.752999993387829E+004	1	1.846318228513043E+001	-1.846318205328561E+001	2.4587784E+000	0.000000000000000E+000
1.755999993351508E+004	1	1.849479715721722E+001	-1.849479692470355E+001	2.4588549E+000	0.000000000000000E+000
1.758999993315186E+004	1	1.852641209752062E+001	-1.852641186433776E+001	2.4587402E+000	0.000000000000000E+000
1.761999993278865E+004	1	1.855802702031686E+001	-1.855802678648022E+001	2.4588931E+000	0.000000000000000E+000
1.764999993242543E+004	1	1.858964198328628E+001	-1.858964174878168E+001	2.4587593E+000	0.000000000000000E+000
1.767999993206222E+004	1	1.862125685560867E+001	-1.862125662042687E+001	2.4586830E+000	0.000000000000000E+000
1.770999993169900E+004	1	1.865287166718378E+001	-1.865287143133982E+001	2.4586639E+000	0.000000000000000E+000
1.773999993133578E+004	1	1.868448656760007E+001	-1.868448633108044E+001	2.4587784E+000	0.000000000000000E+000
1.776999993097257E+004	1	1.871610144148419E+001	-1.871610120429585E+001	2.4587977E+000	0.000000000000000E+000
1.779999993060935E+004	1	1.874771644384423E+001	-1.874771620599768E+001	2.4588740E+000	0.000000000000000E+000
1.782999993024614E+004	1	1.877933146247718E+001	-1.877933122395460E+001	2.4590268E+000	0.000000000000000E+000
1.785999992988292E+004	1	1.881094644814513E+001	-1.881094620894591E+001	2.4589694E+000	0.000000000000000E+000
1.788999992951970E+004	1	1.884256169675293E+001	-1.884256145688627E+001	2.4588549E+000	0.000000000000000E+000
1.791999992915649E+004	1	1.887417690747403E+001	-1.887417666693883E+001	2.4589312E+000	0.000000000000000E+000
1.794999992879327E+004	1	1.890579211093349E+001	-1.890579186972835E+001	2.4588740E+000	0.000000000000000E+000
1.797999992843006E+004	1	1.893740730099504E+001	-1.893740705912384E+001	2.4590840E+000	0.000000000000000E+000
1.800999992806684E+004	1	1.896902240088670E+001	-1.896902215833925E+001	2.4590459E+000	0.000000000000000E+000
1.803999992770363E+004	1	1.900063749958277E+001	-1.900063725637166E+001	2.4590459E+000	0.000000000000000E+000
1.806999992734041E+004	1	1.903225255233025E+001	-1.903225230844984E+001	2.4589312E+000	0.000000000000000E+000
1.809999992697719E+004	1	1.906386760182944E+001	-1.906386735727342E+001	2.4586449E+000	0.000000000000000E+000
1.812999992661398E+004	1	1.909548261225073E+001	-1.909548236702707E+001	2.4586830E+000	0.000000000000000E+000
1.815999992625076E+004	1	1.912709769439056E+001	-1.912709744849062E+001	2.4588549E+000	0.000000000000000E+000
1.818999992588755E+004	1	1.915871270156527E+001	-1.915871245500583E+001	2.4589121E+000	0.000000000000000E+000
1.821999992552433E+004	1	1.919032780829409E+001	-1.919032756106520E+001	2.4589503E+000	0.000000000000000E+000
1.824999992516112E+004	1	1.922194291886519E+001	-1.922194267096114E+001	2.4589503E+000	0.000000000000000E+000
1.827999992479790E+004	1	1.925355801809795E+001	-1.925355776953093E+001	2.4590459E+000	0.000000000000000E+000
1.830999992443468E+004	1	1.928517308804760E+001	-1.928517283881256E+001	2.4591031E+000	0.000000000000000E+000
1.833999992407147E+004	1	1.931678796497939E+001	-1.931678771507233E+001	2.4589884E+000	0.000000000000000E+000
1.836999992370825E+004	1	1.934840288575402E+001	-1.934840263517613E+001	2.4590459E+000	0.000000000000000E+000
1.839999992334504E+004	1	1.938001780501908E+001	-1.938001755377420E+001	2.4590650E+000	0.000000000000000E+000
1.842999992298182E+004	1	1.941163280277662E+001	-1.941163255086878E+001	2.4590840E+000	0.000000000000000E+000
1.845999992261860E+004	1	1.944324781850412E+001	-1.944324756592910E+001	2.4591794E+000	0.000000000000000E+000
1.848999992225539E+004	1	1.947486279272309E+001	-1.947486253948032E+001	2.4591222E+000	0.000000000000000E+000
1.851999992189217E+004	1	1.950647787319597E+001	-1.950647761927520E+001	2.4589884E+000	0.000000000000000E+000
1.854999992152896E+004	1	1.953809296472983E+001	-1.953809271013803E+001	2.4588931E+000	0.000000000000000E+000
1.857999992116574E+004	1	1.956970807048096E+001	-1.956970781522401E+001	2.4588358E+000	0.000000000000000E+000
1.860999992080253E+004	1	1.960132314951532E+001	-1.960132289359297E+001	2.4588931E+000	0.000000000000000E+000
1.863999992043931E+004	1	1.963293818151340E+001	-1.963293792493015E+001	2.4588168E+000	0.000000000000000E+000
1.866999992007609E+004	1	1.966455332483029E+001	-1.966455306757356E+001	2.4588931E+000	0.000000000000000E+000
1.869999991971288E+004	1	1.969616840241764E+001	-1.969616814449808E+001	2.4589121E+000	0.000000000000000E+000
1.872999991934966E+004	1	1.972778349229429E+001	-1.972778323370397E+001	2.4589503E+000	0.000000000000000E+000
1.875999991898645E+004	1	1.975939860009721E+001	-1.975939834084055E+001	2.4588549E+000	0.000000000000000E+000
1.878999991862323E+004	1	1.979101361828153E+001	-1.979101335835184E+001	2.4590075E+000	0.000000000000000E+000
1.881999991826002E+004	1	1.982262863460417E+001	-1.982262837400691E+001	2.4588931E+000	0.000000000000000E+000
1.884999991789680E+004	1	1.985424370447608E+001	-1.985424344320721E+001	2.4588168E+000	0.000000000000000E+000
1.887999991753358E+004	1	1.988585881610063E+001	-1.988585855416579E+001	2.4588168E+000	0.000000000000000E+000
1.890999991717037E+004	1	1.991747396192917E+001	-1.991747369932030E+001	2.4587784E+000	0.000000000000000E+000
1.893999991680715E+004	1	1.994908899399531E+001	-1.994908873071973E+001	2.4587593E+000	0.000000000000000E+000
1.896999991644394E+004	1	1.998070403324979E+001	-1.998070376931938E+001	2.4586639E+000	0.000000000000000E+000
1.899999991608072E+004	1	2.001231908242600E+001	-2.001231881782691E+001	2.4587784E+000	0.000000000000000E+000
1.902999991571750E+004	1	2.004393423721602E+001	-2.004393397194847E+001	2.4586449E+000	0.000000000000000E+000
1.905999991535429E+004	1	2.007554933152257E+001	-2.007554906558196E+001	2.4586258E+000	0.000000000000000E+000
1.908999991499107E+004	1	2.010716452319580E+001	-2.010716425658435E+001	2.4588168E+000	0.000000000000000E+000
1.911999991462786E+004	1	2.013877966148227E+001	-2.013877939419301E+001	2.4588549E+000	0.000000000000000E+000
1.914999991426464E+004	1	2.017039477127367E+001	-2.017039450331105E+001	2.4586067E+000	0.000000000000000E+000
1.917999991390143E+004	1	2.020200983688936E+001	-2.020200956825707E+001	2.4586067E+000	0.000000000000000E+000
1.920999991353821E+004	1	2.023362490706392E+001	-2.023362463776040E+001	2.4586639E+000	0.000000000000000E+000
1.923999991317499E+004	1	2.026523997677069E+001	-2.026523970679903E+001	2.4587212E+000	0.000000000000000E+000
1.926999991281178E+004	1	2.029685496530319E+001	-2.029685469467089E+001	2.4587021E+000	0.000000000000000E+000
1.929999991244856E+004	1	2.032846998391223E+001	-2.032846971260799E+001	2.4588740E+000	0.000000000000000E+000
1.932999991208535E+004	1	2.036008502607568E+001	-2.036008475409704E+001	2.4588358E+000	0.000000000000000E+000
1.935999991172213E+004	1	2.039170012585038E+001	-2.039169985320332E+001	2.4590650E+000	0.000000000000000E+000
1.938999991135891E+004	1	2.042331513195483E+001	-2.042331485863177E+001	2.4588168E+000	0.000000000000000E+000
1.941999991099570E+004	1	2.045493016726519E+001	-2.045492989327343E+001	2.4589884E+000	0.000000000000000E+000
1.944999991063248E+004	1	2.048654520212056E+001	-2.048654492745887E+001	2.4587402E+000	0.000000000000000E+000
1.947999991026927E+004	1	2.051816025369706E+001	-2.051815997837359E+001	2.4588549E+000	0.000000000000000E+000
1.950999990990605E+004	1	2.054977531362598E+001	-2.054977503763501E+001	2.4587593E+000	0.000000000000000E+000
1.953999990954284E+004	1	2.058139038342783E+001	-2.058139010676898E+001	2.4588931E+000	0.000000000000000E+000
1.956999990917962E+004	1	2.061300543049938E+001	-2.061300515317938E+001	2.4588931E+000	0.000000000000000E+000
1.959999990881640E+004	1	2.064462043555874E+001	-2.064462015756596E+001	2.4589121E+000	0.000000000000000E+000
1.962999990845319E+004	1	2.067623533780540E+001	-2.067623505913554E+001	2.4588549E+000	0.000000000000000E+000
1.965999990808997E+004	1	2.070785046433681E+001	-2.070785018499713E+001	2.4588740E+000	0.000000000000000E+000
1.968999990772676E+004	1	2.073946559918072E+001	-2.073946531916947E+001	2.4588168E+000	0.000000000000000E+000
1.971999990736354E+004	1	2.077108058715693E+001	-2.077108030648067E+001	2.4589503E+000	0.000000000000000E+000
1.974999990700033E+004	1	2.080269544119751E+001	-2.080269515985759E+001	2.4588358E+000	0.000000000000000E+000
1.977999990663711E+004	1	2.083431030969410E+001	-2.083431002767923E+001	2.4589694E+000	0.000000000000000E+000
1.980999990627389E+004	1	2.086592532178844E+001	-2.086592503910608E+001	2.4588740E+000	0.000000000000000E+000
1.983999990591068E+004	1	2.089754043004091E+001	-2.089754014667824E+001	2.4588740E+000	0.000000000000000E+000
1.986999990554746E+004	1	2.092915551588028E+001	-2.092915523184896E+001	2.4586449E+000	0.000000000000000E+000
1.989999990518425E+004	1	2.096077057935792E+001	-2.096077029465209E+001	2.4588168E+000	0.000000000000000E+000
1.992999990482103E+004	1	2.099238573491033E+001	-2.099238544953948E+001	2.4587784E+000	0.000000000000000E+000
1.995999990445781E+004	1	2.102400075370049E+001	-2.102400046766090E+001	2.4587784E+000	0.000000000000000E+000
1.998999990409460E+004	1	2.105561573084495E+001	-2.105561544415013E+001	2.4589312E+000	0.000000000000000E+000
2.001999990373138E+004	1	2.108723084584880E+001	-2.108723055848500E+001	2.4589884E+000	0.000000000000000E+000
2.004999990336817E+004	1	2.111884604879795E+001	-2.111884576076015E+001	2.4588549E+000	0.000000000000000E+000
2.007999990300495E+004	1	2.115046118998509E+001	-2.115046090128157E+001	2.4590268E+000	0.000000000000000E+000
2.010999990264174E+004	1	2.118207631882645E+001	-2.118207602945691E+001	2.4589121E+000	0.000000000000000E+000
2.013999990227852E+004	1	2.121369148209899E+001	-2.121369119206259E+001	2.4589503E+000	0.000000000000000E+000
2.016999990191530E+004	1	2.124530658139740E+001	-2.124530629069376E+001	2.4589312E+000	0.000000000000000E+000
2.019999990155209E+004	1	2.127692154476058E+001	-2.127692125338369E+001	2.4590459E+000	0.000000000000000E+000
2.022999990118887E+004	1	2.130853655665841E+001	-2.130853626461797E+001	2.4590268E+000	0.000000000000000E+000
2.025999990082566E+004	1	2.134015166538379E+001	-2.134015137267778E+001	2.4590840E+000	0.000000000000000E+000
2.028999990046244E+004	1	2.137176681680617E+001	-2.137176652343257E+001	2.4590650E+000	0.000000000000000E+000
2.031999990009922E+004	1	2.140338185211350E+001	-2.140338155806173E+001	2.4589884E+000	0.000000000000000E+000
2.034999989973601E+004	1	2.143499688164288E+001	-2.143499658691947E+001	2.4590075E+000	0.000000000000000E+000
2.037999989937279E+004	1	2.146661188681912E+001	-2.146661159142919E+001	2.4589503E+000	0.000000000000000E+000
